(days),Susceptible,Pre-infectious,Infectious,Immune,time step,per time step,,size,,,,,,,,,,,,,,,,,
0,99999,0,1,0,,,,,,,,,,,,,,,,,,,,,
1,99997.14288,1.857124286,0.857142857,0.142857143,1.857124286,0,,100000,,,,,,,,,,,,,,,,,
2,99995.55108,3.216775004,0.966834413,0.265306122,1.591791254,0.232140536,,100000,,,,,,,,,,,,,,,,,
3,99993.75561,4.610147871,1.230812087,0.403425324,1.795469742,0.402096875,,100000,,,,,,,,,,,,,,,,,
4,99991.46996,6.319530529,1.631250273,0.579255622,2.285651142,0.576268484,,100000,,,,,,,,,,,,,,,,,
5,99988.44076,8.55879559,2.188155835,0.812291376,3.029206377,0.789941316,,100000,,,,,,,,,,,,,,,,,
6,99984.37751,11.55219439,2.945411593,1.124885066,4.063248245,1.069849449,,100000,,,,,,,,,,,,,,,,,
7,99978.90831,15.57736563,3.968662807,1.545658151,5.469195544,1.444024298,,100000,,,,,,,,,,,,,,,,,
8,99971.53949,20.99901418,5.348881681,2.112609981,7.368819248,1.947170704,,100000,,,,,,,,,,,,,,,,,
9,99961.60868,28.30494765,7.209632499,2.876735935,9.930810245,2.624876772,,100000,,,,,,,,,,,,,,,,,
10,99948.22451,38.15100636,9.717803455,3.906683435,13.38417716,3.538118456,,100000,,,,,,,,,,,,,,,,,
11,99930.1865,51.42013573,13.09842161,5.294941072,18.03800517,4.768875794,,100000,,,,,,,,,,,,,,,,,
12,99905.87784,69.30127632,17.65473549,7.166144159,24.30865756,6.427516966,,100000,,,,,,,,,,,,,,,,,
13,99873.12134,93.39512252,23.79528996,9.688249229,32.75650574,8.66265954,,100000,,,,,,,,,,,,,,,,,
14,99828.98615,125.8559157,32.07035314,13.08757637,44.13518352,11.67439031,,100000,,,,,,,,,,,,,,,,,
15,99769.52878,169.581299,43.22086358,17.66905539,59.45737273,15.73198947,,100000,,,,,,,,,,,,,,,,,
16,99689.44646,228.4659616,58.24411687,23.84346447,80.08232502,21.19766237,,100000,,,,,,,,,,,,,,,,,
17,99581.61473,307.7394436,78.48177395,32.1640526,107.8317272,28.5582452,,100000,,,,,,,,,,,,,,,,,
18,99436.47267,414.4140747,105.7375224,43.37573459,145.1420616,38.46743045,,100000,,,,,,,,,,,,,,,,,
19,99241.20958,557.875403,142.4339214,58.48109493,195.2630876,51.80175934,,100000,,,,,,,,,,,,,,,,,
20,98978.69659,750.6539639,191.8206437,78.82879799,262.5129863,69.73442538,,100000,,,,,,,,,,,,,,,,,
21,98626.09653,1009.422283,258.2494401,106.2317471,352.6000641,93.83174549,,100000,,,,,,,,,,,,,,,,,
22,98153.07975,1356.261275,347.5344483,143.1245243,473.0167782,126.1777853,,100000,,,,,,,,,,,,,,,,,
23,97519.57905,1820.229321,467.4193294,192.7723026,633.5007049,169.5326594,,100000,,,,,,,,,,,,,,,,,
24,96673.04623,2439.233472,628.1738046,259.5464925,846.5328159,227.5286651,,100000,,,,,,,,,,,,,,,,,
25,95545.25026,3262.125257,843.3388736,349.2856074,1127.795969,304.9041839,,100000,,,,,,,,,,,,,,,,,
26,94048.81982,4350.79004,1130.627549,469.7625894,1496.430441,407.7656571,,100000,,,,,,,,,,,,,,,,,
27,92074.04207,5781.719037,1512.958082,631.2808106,1974.777751,543.848755,,100000,,,,,,,,,,,,,,,,,
28,89486.9647,7646.081528,2019.536093,847.4176795,2587.077371,722.7148796,,100000,,,,,,,,,,,,,,,,,
29,86130.6961,10046.58993,2686.791128,1135.922836,3356.268594,955.760191,,100000,,,,,,,,,,,,,,,,,
30,81832.98543,13088.47686,3558.787565,1519.75014,4297.710674,1255.823741,,100000,,,,,,,,,,,,,,,,,
31,76424.49866,16860.90403,4686.44895,2028.148363,5408.486776,1636.059608,,100000,,,,,,,,,,,,,,,,,
32,69772.96487,21404.82481,6124.569247,2697.64107,6651.533784,2107.613004,,100000,,,,,,,,,,,,,,,,,
33,61836.84828,26665.3383,7925.233884,3572.579534,7936.116591,2675.603101,,100000,,,,,,,,,,,,,,,,,
34,52735.5207,32433.4986,10126.2249,4704.755803,9101.327584,3333.167288,,100000,,,,,,,,,,,,,,,,,
35,42818.15976,38296.67221,12733.80867,6151.359361,9917.36094,4054.187325,,100000,,,,,,,,,,,,,,,,,
36,32692.30647,43635.44147,15701.77717,7970.474885,10125.85329,4787.084027,,100000,,,,,,,,,,,,,,,,,
37,23159.08497,47714.23279,18913.09633,10213.58591,9533.221498,5454.430184,,100000,,,,,,,,,,,,,,,,,
38,15024.61345,49884.42521,22175.50453,12915.45681,8134.471522,5964.279098,,100000,,,,,,,,,,,,,,,,,
39,8837.014898,49836.47061,25243.12846,16083.38603,6187.598551,6235.553151,,100000,,,,,,,,,,,,,,,,,
40,4694.213856,47749.71283,27866.52608,19689.54724,4142.801042,6229.558826,,100000,,,,,,,,,,,,,,,,,
41,2264.858675,44210.3539,29854.30788,23670.47954,2429.355181,5968.714103,,100000,,,,,,,,,,,,,,,,,
42,1009.136894,39939.78145,31115.701,27935.38066,1255.721781,5526.294238,,100000,,,,,,,,,,,,,,,,,
43,425.9940024,35530.45166,31663.07353,32380.48081,583.1428917,4992.472681,,100000,,,,,,,,,,,,,,,,,
44,175.4973846,31339.64182,31581.08377,36903.77703,250.4966179,4441.306457,,100000,,,,,,,,,,,,,,,,,
45,72.56714335,27525.11683,30986.9556,41415.36042,102.9302412,3917.455227,,100000,,,,,,,,,,,,,,,,,
46,30.80678186,24126.23759,30000.88726,45842.06836,41.76036148,3440.639604,,100000,,,,,,,,,,,,,,,,,
47,13.64249577,21127.62218,28730.82593,50127.9094,17.16428609,3015.779699,,100000,,,,,,,,,,,,,,,,,
48,6.363235448,18493.94867,27267.37499,54232.31311,7.279260321,2640.952772,,100000,,,,,,,,,,,,,,,,,
49,3.140930516,16185.42739,25683.77929,58127.65239,3.222304933,2311.743583,,100000,,,,,,,,,,,,,,,,,
50,1.64275543,14163.74714,24037.84639,61796.76372,1.498175085,2023.178423,,100000,,,,,,,,,,,,,,,,,
51,0.909401238,12394.0121,22374.33672,65230.74177,0.733354193,1770.468392,,100000,,,,,,,,,,,,,,,,,
52,0.531523747,10845.13847,20727.25442,68427.07559,0.377877491,1549.251513,,100000,,,,,,,,,,,,,,,,,
53,0.326921799,9489.700759,19121.86038,71388.11194,0.204601947,1355.642308,,100000,,,,,,,,,,,,,,,,,
54,0.210825244,8303.604261,17576.37864,74119.80628,0.116096556,1186.212595,,100000,,,,,,,,,,,,,,,,,
55,0.142007992,7265.722546,16103.41794,76630.71751,0.068817251,1037.950533,,100000,,,,,,,,,,,,,,,,,
56,0.099538588,6357.549697,14711.14498,78931.20579,0.042469404,908.2153182,,100000,,,,,,,,,,,,,,,,,
57,0.072343951,5562.883179,13404.24655,81032.79793,0.027194637,794.6937121,,100000,,,,,,,,,,,,,,,,,
58,0.054334937,4867.540791,12184.71458,82947.69029,0.018009014,695.3603974,,100000,,,,,,,,,,,,,,,,,
59,0.042039617,4259.110487,11052.48367,84688.3638,0.01229532,608.4425989,,100000,,,,,,,,,,,,,,,,,
60,0.033410548,3726.730306,10005.94624,86267.29004,0.008629069,532.3888109,,100000,,,,,,,,,,,,,,,,,
61,0.027202042,3260.895226,9042.366639,87696.71093,0.006208506,465.8412882,,100000,,,,,,,,,,,,,,,,,
62,0.022634012,2853.287891,8158.211879,88988.4776,0.00456803,407.6119032,,100000,,,,,,,,,,,,,,,,,
63,0.019204741,2496.630334,7349.414026,90153.93644,0.003429271,356.6609863,,100000,,,,,,,,,,,,,,,,,
64,0.016583503,2184.554163,6611.576528,91203.85273,0.002621238,312.0787917,,100000,,,,,,,,,,,,,,,,,
65,0.014547274,1911.486929,5940.134866,92148.36366,0.002036229,273.0692704,,100000,,,,,,,,,,,,,,,,,
66,0.012942465,1672.552668,5330.480037,92996.95435,0.001604809,238.9358661,,100000,,,,,,,,,,,,,,,,,
67,0.011661231,1463.484865,4778.051972,93758.4515,0.001281235,209.0690835,,100000,,,,,,,,,,,,,,,,,
68,0.010626469,1280.550292,4278.408727,94441.03035,0.001034762,182.9356082,,100000,,,,,,,,,,,,,,,,,
69,0.00978213,1120.48235,3827.276267,95052.2316,0.000844338,160.0687865,,100000,,,,,,,,,,,,,,,,,
70,0.009086836,980.4227514,3420.582808,95598.98535,0.000695294,140.0602937,,100000,,,,,,,,,,,,,,,,,
71,0.008509594,857.8704847,3054.480965,96087.64004,0.000577242,122.5528439,,100000,,,,,,,,,,,,,,,,,
72,0.008026878,750.6371568,2725.360352,96523.99446,0.000482716,107.2338106,,100000,,,,,,,,,,,,,,,,,
73,0.007620607,656.8079185,2429.852804,96913.33166,0.000406271,93.82964461,,100000,,,,,,,,,,,,,,,,,
74,0.007276721,574.7072726,2164.831964,97260.45349,0.000343886,82.10098981,,100000,,,,,,,,,,,,,,,,,
75,0.006984167,502.8691561,1927.408664,97569.7152,0.000292553,71.83840907,,100000,,,,,,,,,,,,,,,,,
76,0.006734171,440.0107616,1714.923214,97845.05929,0.000249996,62.85864451,,100000,,,,,,,,,,,,,,,,,
77,0.006519697,385.0096308,1524.935529,98090.04832,0.000214474,55.00134519,,100000,,,,,,,,,,,,,,,,,
78,0.006335058,336.8836116,1355.2138,98307.89625,0.000184639,48.12620385,,100000,,,,,,,,,,,,,,,,,
79,0.006175615,294.7733196,1203.72228,98501.49822,0.000159442,42.11045145,,100000,,,,,,,,,,,,,,,,,
80,0.00603756,257.9267927,1068.608619,98673.45855,0.000138055,36.84666495,,100000,,,,,,,,,,,,,,,,,
81,0.005917742,225.6860634,948.191094,98826.11692,0.000119819,32.24084909,,100000,,,,,,,,,,,,,,,,,
82,0.005813534,197.4754097,840.9459814,98961.5728,0.000104207,28.21075793,,100000,,,,,,,,,,,,,,,,,
83,0.005722741,172.7910743,745.4952674,99081.70794,9.07933E-05,24.68442621,,100000,,,,,,,,,,,,,,,,,
84,0.00564351,151.1922692,660.5948278,99188.20726,7.92308E-05,21.59888429,,100000,,,,,,,,,,,,,,,,,
85,0.005574275,132.2933048,585.1231717,99282.57795,6.92357E-05,18.89903366,,100000,,,,,,,,,,,,,,,,,
86,0.005513701,115.7567023,518.0708103,99366.16697,6.05733E-05,16.5366631,,100000,,,,,,,,,,,,,,,,,
87,0.005460652,101.2871676,458.5302823,99440.17709,5.30491E-05,14.46958779,,100000,,,,,,,,,,,,,,,,,
88,0.005414152,88.62631811,405.6868522,99505.68142,4.65005E-05,12.66089594,,100000,,,,,,,,,,,,,,,,,
89,0.005373361,77.54806914,358.8098774,99563.63668,4.07912E-05,11.07828976,,100000,,,,,,,,,,,,,,,,,
90,0.005337555,67.8545963,317.2448321,99614.89523,3.5806E-05,9.693508642,,100000,,,,,,,,,,,,,,,,,
91,0.005306107,59.37280321,280.4059664,99660.21592,3.14472E-05,8.481824538,,100000,,,,,,,,,,,,,,,,,
92,0.005278476,51.95123044,247.7695716,99700.27392,2.76318E-05,7.421600401,,100000,,,,,,,,,,,,,,,,,
93,0.005254187,45.45735093,218.8678223,99735.66957,2.42886E-05,6.493903805,,100000,,,,,,,,,,,,,,,,,
94,0.00523283,39.77520342,193.2831594,99766.9364,2.13566E-05,5.682168866,,100000,,,,,,,,,,,,,,,,,
95,0.005214047,34.80332177,170.6431799,99794.54828,1.87835E-05,4.971900427,,100000,,,,,,,,,,,,,,,,,
96,0.005197523,30.45292307,150.615998,99818.92588,1.65238E-05,4.350415222,,100000,,,,,,,,,,,,,,,,,
97,0.005182985,26.64632223,132.9060422,99840.44245,1.45383E-05,3.806615384,,100000,,,,,,,,,,,,,,,,,
98,0.005170192,23.31554474,117.2502551,99859.42903,1.27929E-05,3.330790279,,100000,,,,,,,,,,,,,,,,,
99,0.005158934,20.40111291,103.4146617,99876.17907,1.12581E-05,2.914443093,,100000,,,,,,,,,,,,,,,,,
100,0.005149026,17.8509837,91.19127773,99890.95259,9.90803E-06,2.550139114,,100000,,,,,,,,,,,,,,,,,
101,0.005140306,15.61961946,80.3953253,99903.97991,8.72014E-06,2.231372963,,100000,,,,,,,,,,,,,,,,,
102,0.005132631,13.6671747,70.86273126,99915.46496,7.67476E-06,1.952452433,,100000,,,,,,,,,,,,,,,,,
103,0.005125876,11.95878462,62.44788077,99925.58821,6.75466E-06,1.708396838,,100000,,,,,,,,,,,,,,,,,
104,0.005119932,10.46394249,55.02160303,99934.50933,5.94472E-06,1.494848077,,100000,,,,,,,,,,,,,,,,,
105,0.0051147,9.155954907,48.46936683,99942.36956,5.2317E-06,1.307992811,,100000,,,,,,,,,,,,,,,,,
106,0.005110096,8.011465148,42.68966594,99949.29376,4.60397E-06,1.144494363,,100000,,,,,,,,,,,,,,,,,
107,0.005106045,7.010036056,37.59257537,99955.39228,4.05133E-06,1.001433143,,100000,,,,,,,,,,,,,,,,,
108,0.00510248,6.133785114,33.09846197,99960.76265,3.56477E-06,0.876254507,,100000,,,,,,,,,,,,,,,,,
109,0.005099343,5.367065111,29.1368334,99965.491,3.13642E-06,0.766723139,,100000,,,,,,,,,,,,,,,,,
110,0.005096584,4.696184731,25.64531177,99969.65341,2.75932E-06,0.670883139,,100000,,,,,,,,,,,,,,,,,
111,0.005094157,4.109164067,22.56871889,99973.31702,2.42735E-06,0.587023091,,100000,,,,,,,,,,,,,,,,,
112,0.005092022,3.595520694,19.8582617,99976.54113,2.13513E-06,0.513645508,,100000,,,,,,,,,,,,,,,,,
113,0.005090144,3.146082485,17.47080726,99979.37802,1.87792E-06,0.449440087,,100000,,,,,,,,,,,,,,,,,
114,0.005088492,2.752823826,15.36823796,99981.87385,1.65154E-06,0.393260311,,100000,,,,,,,,,,,,,,,,,
115,0.00508704,2.4087223,13.51687837,99984.06931,1.45231E-06,0.344102978,,100000,,,,,,,,,,,,,,,,,
116,0.005085763,2.10763329,11.88698604,99986.00029,1.27699E-06,0.301090288,,100000,,,,,,,,,,,,,,,,,
117,0.00508464,1.844180251,10.45229934,99987.69844,1.12272E-06,0.263454161,,100000,,,,,,,,,,,,,,,,,
118,0.005083653,1.613658707,9.189636247,99989.19162,9.87E-07,0.230522531,,100000,,,,,,,,,,,,,,,,,
119,0.005082785,1.411952236,8.078538408,99990.50443,8.676E-07,0.201707338,,100000,,,,,,,,,,,,,,,,,
120,0.005082023,1.235458969,7.100955522,99991.6585,7.6257E-07,0.176494029,,100000,,,,,,,,,,,,,,,,,
121,0.005081353,1.081027268,6.240965675,99992.67293,6.70191E-07,0.154432371,,100000,,,,,,,,,,,,,,,,,
122,0.005080764,0.945899449,5.484527559,99993.56449,5.88947E-07,0.135128409,,100000,,,,,,,,,,,,,,,,,
123,0.005080246,0.827662535,4.819261053,99994.348,5.17504E-07,0.118237431,,100000,,,,,,,,,,,,,,,,,
124,0.005079792,0.724205173,4.234253005,99995.03646,4.54685E-07,0.103457817,,100000,,,,,,,,,,,,,,,,,
125,0.005079392,0.633679926,3.719885365,99995.64136,3.99455E-07,0.090525647,,100000,,,,,,,,,,,,,,,,,
126,0.005079041,0.554470286,3.267683161,99996.17277,3.50903E-07,0.079209991,,100000,,,,,,,,,,,,,,,,,
127,0.005078733,0.485161808,2.870180067,99996.63958,3.08224E-07,0.069308786,,100000,,,,,,,,,,,,,,,,,
128,0.005078462,0.424516853,2.520799569,99997.04961,2.70713E-07,0.060645226,,100000,,,,,,,,,,,,,,,,,
129,0.005078225,0.371452484,2.213749951,99997.40972,2.37747E-07,0.053064607,,100000,,,,,,,,,,,,,,,,,
130,0.005078016,0.325021132,1.943931519,99997.72597,2.08779E-07,0.046431561,,100000,,,,,,,,,,,,,,,,,
131,0.005077832,0.284393674,1.706854658,99998.00367,1.83324E-07,0.040627642,,100000,,,,,,,,,,,,,,,,,
132,0.005077671,0.248844626,1.498567487,99998.24751,1.60961E-07,0.035549209,,100000,,,,,,,,,,,,,,,,,
133,0.00507753,0.217739189,1.315591996,99998.46159,1.41314E-07,0.031105578,,100000,,,,,,,,,,,,,,,,,
134,0.005077406,0.190521914,1.154867681,99998.64953,1.24056E-07,0.027217399,,100000,,,,,,,,,,,,,,,,,
135,0.005077297,0.166706784,1.013701823,99998.81451,1.08898E-07,0.023815239,,100000,,,,,,,,,,,,,,,,,
136,0.005077202,0.145868532,0.889725625,99998.95933,9.55846E-08,0.020838348,,100000,,,,,,,,,,,,,,,,,
137,0.005077118,0.127635049,0.78085553,99999.08643,8.3893E-08,0.018233566,,100000,,,,,,,,,,,,,,,,,
138,0.005077044,0.111680742,0.685259122,99999.19798,7.36263E-08,0.015954381,,100000,,,,,,,,,,,,,,,,,
139,0.005076979,0.097720713,0.601325054,99999.29588,6.46117E-08,0.013960093,,100000,,,,,,,,,,,,,,,,,
140,0.005076923,0.085505681,0.527636564,99999.38178,5.6697E-08,0.012215089,,100000,,,,,,,,,,,,,,,,,
141,0.005076873,0.074817521,0.462948122,99999.45716,4.97486E-08,0.01068821,,100000,,,,,,,,,,,,,,,,,
142,0.005076829,0.065465374,0.406164866,99999.52329,4.3649E-08,0.00935219,,100000,,,,,,,,,,,,,,,,,
143,0.005076791,0.057282241,0.356324486,99999.58132,3.82948E-08,0.008183172,,100000,,,,,,,,,,,,,,,,,
144,0.005076758,0.050121994,0.312581268,99999.63222,3.35954E-08,0.00716028,,100000,,,,,,,,,,,,,,,,,
145,0.005076728,0.043856774,0.27419205,99999.67687,2.9471E-08,0.006265249,,100000,,,,,,,,,,,,,,,,,
146,0.005076702,0.038374703,0.240503854,99999.71604,2.58514E-08,0.005482097,,100000,,,,,,,,,,,,,,,,,
147,0.00507668,0.033577888,0.210942999,99999.7504,2.26751E-08,0.004796838,,100000,,,,,,,,,,,,,,,,,
148,0.00507666,0.029380672,0.185005521,99999.78054,1.9888E-08,0.004197236,,100000,,,,,,,,,,,,,,,,,
149,0.005076642,0.025708105,0.162248744,99999.80697,1.74425E-08,0.003672584,,100000,,,,,,,,,,,,,,,,,
150,0.005076627,0.022494608,0.142283866,99999.83014,1.52969E-08,0.003213513,,100000,,,,,,,,,,,,,,,,,
151,0.005076613,0.019682795,0.124769425,99999.85047,1.34146E-08,0.002811826,,100000,,,,,,,,,,,,,,,,,
152,0.005076602,0.017222457,0.109405571,99999.8683,1.17633E-08,0.002460349,,100000,,,,,,,,,,,,,,,,,
153,0.005076591,0.015069661,0.095929011,99999.88392,1.03147E-08,0.002152807,,100000,,,,,,,,,,,,,,,,,
154,0.005076582,0.013185962,0.084108574,99999.89763,9.04414E-09,0.001883708,,100000,,,,,,,,,,,,,,,,,
155,0.005076574,0.011537725,0.073741309,99999.90964,7.9297E-09,0.001648245,,100000,,,,,,,,,,,,,,,,,
156,0.005076567,0.010095516,0.064649052,99999.92018,6.95227E-09,0.001442216,,100000,,,,,,,,,,,,,,,,,
157,0.005076561,0.008833583,0.056675412,99999.92941,6.09506E-09,0.00126194,,100000,,,,,,,,,,,,,,,,,
158,0.005076556,0.00772939,0.049683123,99999.93751,5.3433E-09,0.001104198,,100000,,,,,,,,,,,,,,,,,
159,0.005076551,0.006763221,0.043551707,99999.94461,4.68407E-09,0.000966174,,100000,,,,,,,,,,,,,,,,,
160,0.005076547,0.005917823,0.038175438,99999.95083,4.106E-09,0.000845403,,100000,,,,,,,,,,,,,,,,,
161,0.005076544,0.005178098,0.033461531,99999.95628,3.59913E-09,0.000739728,,100000,,,,,,,,,,,,,,,,,
162,0.00507654,0.004530839,0.029328575,99999.96106,3.15471E-09,0.000647262,,100000,,,,,,,,,,,,,,,,,
163,0.005076538,0.003964487,0.025705133,99999.96525,2.76506E-09,0.000566355,,100000,,,,,,,,,,,,,,,,,
164,0.005076535,0.003468929,0.022528532,99999.96893,2.42344E-09,0.000495561,,100000,,,,,,,,,,,,,,,,,
165,0.005076533,0.003035315,0.019743787,99999.97214,2.12396E-09,0.000433616,,100000,,,,,,,,,,,,,,,,,
166,0.005076531,0.002655902,0.01730266,99999.97496,1.86141E-09,0.000379414,,100000,,,,,,,,,,,,,,,,,
167,0.00507653,0.002323916,0.015162839,99999.97744,1.63127E-09,0.000331988,,100000,,,,,,,,,,,,,,,,,
168,0.005076528,0.002033428,0.013287209,99999.9796,1.42953E-09,0.00029049,,100000,,,,,,,,,,,,,,,,,
169,0.005076527,0.001779251,0.011643215,99999.9815,1.2527E-09,0.000254178,,100000,,,,,,,,,,,,,,,,,
170,0.005076526,0.001556845,0.010202305,99999.98316,1.0977E-09,0.000222406,,100000,,,,,,,,,,,,,,,,,
171,0.005076525,0.001362241,0.008939438,99999.98462,9.61856E-10,0.000194606,,100000,,,,,,,,,,,,,,,,,
172,0.005076524,0.001191962,0.007832656,99999.9859,8.42795E-10,0.00017028,,100000,,,,,,,,,,,,,,,,,
173,0.005076523,0.001042967,0.0068627,99999.98702,7.3845E-10,0.000148995,,100000,,,,,,,,,,,,,,,,,
174,0.005076523,0.000912597,0.006012685,99999.988,6.47004E-10,0.000130371,,100000,,,,,,,,,,,,,,,,,
175,0.005076522,0.000798523,0.005267805,99999.98886,5.66866E-10,0.000114075,,100000,,,,,,,,,,,,,,,,,
176,0.005076522,0.000698708,0.004615077,99999.98961,4.9664E-10,9.98153E-05,,100000,,,,,,,,,,,,,,,,,
177,0.005076521,0.00061137,0.004043118,99999.99027,4.35101E-10,8.73385E-05,,100000,,,,,,,,,,,,,,,,,
178,0.005076521,0.000534949,0.003541951,99999.99085,3.81178E-10,7.64212E-05,,100000,,,,,,,,,,,,,,,,,
179,0.00507652,0.000468081,0.003102827,99999.99135,3.33929E-10,6.68686E-05,,100000,,,,,,,,,,,,,,,,,
180,0.00507652,0.000409571,0.002718076,99999.9918,2.92529E-10,5.85101E-05,,100000,,,,,,,,,,,,,,,,,
181,0.00507652,0.000358375,0.002380976,99999.99218,2.56255E-10,5.11964E-05,,100000,,,,,,,,,,,,,,,,,
182,0.00507652,0.000313578,0.002085633,99999.99252,2.24474E-10,4.47969E-05,,100000,,,,,,,,,,,,,,,,,
183,0.00507652,0.000274381,0.001826883,99999.99282,1.9663E-10,3.91973E-05,,100000,,,,,,,,,,,,,,,,,
184,0.005076519,0.000240084,0.001600197,99999.99308,1.72235E-10,3.42976E-05,,100000,,,,,,,,,,,,,,,,,
185,0.005076519,0.000210073,0.001401608,99999.99331,1.50864E-10,3.00105E-05,,100000,,,,,,,,,,,,,,,,,
186,0.005076519,0.000183814,0.001227638,99999.99351,1.32141E-10,2.62592E-05,,100000,,,,,,,,,,,,,,,,,
187,0.005076519,0.000160838,0.001075238,99999.99369,1.15739E-10,2.29768E-05,,100000,,,,,,,,,,,,,,,,,
188,0.005076519,0.000140733,0.000941737,99999.99384,1.01371E-10,2.01047E-05,,100000,,,,,,,,,,,,,,,,,
189,0.005076519,0.000123141,0.000824795,99999.99398,8.87853E-11,1.75916E-05,,100000,,,,,,,,,,,,,,,,,
190,0.005076519,0.000107749,0.00072236,99999.99409,7.77602E-11,1.53927E-05,,100000,,,,,,,,,,,,,,,,,
191,0.005076519,9.42803E-05,0.000632634,99999.9942,6.81028E-11,1.34686E-05,,100000,,,,,,,,,,,,,,,,,
192,0.005076519,8.24954E-05,0.000554043,99999.99429,5.96436E-11,1.1785E-05,,100000,,,,,,,,,,,,,,,,,
193,0.005076519,7.21835E-05,0.000485206,99999.99437,5.22342E-11,1.03119E-05,,100000,,,,,,,,,,,,,,,,,
194,0.005076518,6.31606E-05,0.000424914,99999.99444,4.57443E-11,9.02294E-06,,100000,,,,,,,,,,,,,,,,,
195,0.005076518,5.52656E-05,0.000372107,99999.9945,4.00601E-11,7.89507E-06,,100000,,,,,,,,,,,,,,,,,
196,0.005076518,4.83574E-05,0.000325857,99999.99455,3.50815E-11,6.9082E-06,,100000,,,,,,,,,,,,,,,,,
197,0.005076518,4.23128E-05,0.00028535,99999.9946,3.07212E-11,6.04468E-06,,100000,,,,,,,,,,,,,,,,,
198,0.005076518,3.70237E-05,0.000249875,99999.99464,2.69023E-11,5.28909E-06,,100000,,,,,,,,,,,,,,,,,
199,0.005076518,3.23958E-05,0.000218807,99999.99467,2.35578E-11,4.62796E-06,,100000,,,,,,,,,,,,,,,,,
200,0.005076518,2.83463E-05,0.000191598,99999.9947,2.06287E-11,4.04947E-06,,100000,,,,,,,,,,,,,,,,,
201,0.005076518,2.4803E-05,0.00016777,99999.99473,1.80635E-11,3.54329E-06,,100000,,,,,,,,,,,,,,,,,
202,0.005076518,2.17027E-05,0.000146903,99999.99475,1.58171E-11,3.10038E-06,,100000,,,,,,,,,,,,,,,,,
203,0.005076518,1.89899E-05,0.00012863,99999.99478,1.38498E-11,2.71283E-06,,100000,,,,,,,,,,,,,,,,,
